,device,subject,browser,batterystats_Joule_calculated,headerSize,workerTime,fetchTime,timeToFirstByte,downloadTime,totalTime,totalLoadTime,dnsLookupTime,fcp,fp,timestamp
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,104.223672,340,0,55,8.6,16.5,25.1,1114,0,1547.5,1547.5,2020.10.17_202505
14,nexus5x,http-192-168-100-103-9191-local_websites-www-afternic-com,chrome,47.29086,340,0,46.9,21.1,11.1,32.2,1182,0,1424.9,1424.9,2020.10.17_214543
26,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,42.437304,339,0,70.9,4.3,47.6,51.9,1664,0,2238.6,2238.6,2020.10.11_192407
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,33.506784,339,0,47.1,24.7,3.8,28.5,1664,0,2409.1,2409.1,2020.10.15_020636
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,40.933728,339,0,42.5,3.9,18.6,22.5,1551,0,2292.6,2292.6,2020.10.15_032742
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,36.892368,339,0,46.9,12.5,10.2,22.7,1507,0,2364.4,2364.4,2020.10.15_044814
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,30.68604,187,0,212.1,6.6,20.5,27.1,1683,0,2472.7,2472.7,2020.10.15_060851
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,46.5912,339,0,140.1,11.7,14,25.7,1559,0,2268.6,2268.6,2020.10.15_072920
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,31.955544,339,0,46.5,5.9,25,30.9,1463,0,2179.6,2179.6,2020.10.15_084950
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,35.831376,339,0,49.1,18.9,5.6,24.5,1392,0,2378.6,2378.6,2020.10.17_174337
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,34.597368,339,0,66.4,4.6,17.3,21.9,1435,0,2079.6,2079.6,2020.10.17_190421
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,32.706828,339,0,135.1,10.6,17.1,27.7,1630,0,2074.1,2074.1,2020.10.17_202505
28,nexus5x,http-192-168-100-103-9191-local_websites-www-aaplimg-com,chrome,33.956388,339,0,43.5,7,18.4,25.4,1308,0,2132.1,2132.1,2020.10.17_214543
